url_documento,origem_documento,tipo_documento,data_documento,num_lesgislacao,topico_texto,documento_texto
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/perguntas-e-respostas,Ministério da Fazenda,Perguntas e Respostas,14/08/2023,,Reforma Tributária vai aumentar os preços dos produtos e dos serviços?,"A Reforma vai manter a carga tributária total sobre o consumo, mas como será adotada uma alíquota-padrão e haverá uma quantidade limitada de regimes favorecidos, os preços de alguns produtos e serviços podem cair e de outros podem subir. A transição para o novo modelo tributário prevista na reforma assegura que eventuais ajustes nos preços ocorram de forma gradual no tempo.

Vale destacar que outros fatores além da alíquota podem levar à queda dos preços dos produtos e serviços para as famílias brasileiras, como a desoneração dos investimentos, a eliminação das distorções provocadas pelo sistema atual e a redução dos custos com a apuração e o pagamento dos tributos atuais e com disputas administrativas e judiciais relacionadas aos atuais tributos."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/perguntas-e-respostas,Ministério da Fazenda,Perguntas e Respostas,14/08/2023,,"Quais vão ser as alíquotas do IBS, da CBS e do Imposto Seletivo?","A alíquota-padrão do Imposto sobre Bens e Serviços (IBS) será calculada para se manter o mesmo nível de arrecadação atual dos impostos que virá a substituir – o ICMS e o ISS. Da mesma forma, a alíquota-padrão da Contribuição sobre Bens e Serviços (CBS) e a alíquota do Imposto Seletivo serão as necessárias para se manter a atual arrecadação do PIS, da Cofins e do IPI.

A definição exata dessas alíquotas somente ocorrerá após a aprovação da lei complementar que instituir o IBS e a CBS, assim como da lei ordinária que instituir o Imposto Seletivo, pois são essas leis que detalharão os regimes específicos e os bens e serviços que farão jus a alíquotas reduzidas ou isenções, entre outros parâmetros necessários para a calibragem das alíquotas.

A revisão anual das alíquotas da CBS e do IBS pelo Senado Federal durante o processo de transição para o novo modelo permitirá sua correta calibragem, assegurando que não sejam definidas nem acima nem abaixo do necessário para assegurar a manutenção da carga tributária total.

Para subsidiar o debate e as decisões a serem tomadas pelo Congresso Nacional, o Ministério da Fazenda elaborou Nota Técnica (disponível na seção “Estudos” deste site) na qual que estima, com base em um conjunto de hipóteses detalhadas na respectiva metodologia, que a alíquota-padrão do IBS e da CBS somados ficará entre 25,45% (cenário factível) e 27% (cenário conservador), já considerando-se os regimes específicos e favorecidos constantes da versão da PEC aprovada pela Câmara dos Deputados em 7 de julho."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/perguntas-e-respostas,Ministério da Fazenda,Perguntas e Respostas,14/08/2023,,Os regimes favorecidos vão aumentar a alíquota padrão do IBS e da CBS?,"Como a reforma tributária tem como premissa a manutenção da carga tributária total sobre o consumo, qualquer redução nas alíquotas da CBS e do IBS para um bem ou serviço específico precisa ser compensada pelo aumento da alíquota padrão que incidirá sobre todos os demais bens e serviços, de modo que, no agregado, considerando toda a cesta de consumo, a carga tributária para as famílias brasileiras continue sendo a mesma.

Segundo Nota Técnica elaborada pelo Ministério da Fazenda (disponível na seção “Estudos” deste site), os regimes favorecidos aprovados pela Câmara dos Deputados fizeram com que a alíquota-padrão, que seria de 20,73% a 22,02% - num cenário base que considera a manutenção do Simples Nacional e do tratamento favorecido à Zona Franca de Manaus, assim como os regimes específicos (não favorecidos) de ordem técnica – se elevasse em 4,72 a 4,98 pontos percentuais, alcançando de 25,45% e 27%.

Por esse motivo é importante que a escolha dos bens e serviços que serão submetidos a regimes favorecidos seja feita com cautela e com base em fundamentos técnicos."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/perguntas-e-respostas,Ministério da Fazenda,Perguntas e Respostas,14/08/2023,,O que é o Conselho Federativo do IBS e para que ele serve?,"O Conselho Federativo do IBS será criado para viabilizar a administração integrada do imposto, que possui competência compartilhada entre os Estados, Distrito Federal e Municípios. Sua gestão será feita conjuntamente por Estados e Municípios, sem qualquer participação da União.

O Conselho terá caráter eminentemente técnico e atuará estritamente conforme regras pré-estabelecidas em lei complementar, cabendo-lhe:

• Editar normas infralegais sobre temas afetos ao IBS;

• Uniformizar a interpretação e a aplicação da legislação do imposto;

• Arrecadar o imposto, efetuar as compensações e distribuir as receitas;

• Dirimir questões no âmbito do contencioso administrativo tributário.

Todos os Estados, o Distrito Federal e os Municípios serão representados, de forma paritária, na instância máxima de deliberação do Conselho Federativo, que observará a seguinte composição:

• 27 membros, representando cada Estado e o Distrito Federal;

• 27 membros, representando o conjunto dos Municípios e do Distrito Federal, dos quais 14 representantes, escolhidos com base nos votos de cada Município, com valor igual para todos; e 13 representantes, escolhidos com base nos votos de cada Município ponderados pelas respectivas populações.

As deliberações no âmbito do Conselho Federativo serão consideradas aprovadas se obtiverem, cumulativamente, os votos:

• Em relação ao conjunto dos Estados e do Distrito Federal, da maioria absoluta de seus representantes e de representantes dos Estados e do Distrito Federal que correspondam a mais de 60% da população do País; e

• Em relação ao conjunto dos Municípios e do Distrito Federal, da maioria absoluta de seus representantes."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/perguntas-e-respostas,Ministério da Fazenda,Perguntas e Respostas,14/08/2023,,Quais bens e serviços farão jus a regimes favorecidos na Reforma Tributária?,"O texto aprovado pela Câmara dos Deputados contempla os seguintes regimes favorecidos:

• Agronegócio e Alimentos: Nos termos da Lei Complementar, terão alíquota reduzida de IBS e CBS, correspondente 40% da alíquota padrão para: Alimentos destinados ao consumo humano; Insumos agropecuários e aquícolas; Produtos agropecuários, aquícolas, pesqueiros, florestais e extrativistas vegetais in natura. A Reforma também cria a cesta básica nacional de alimentos, que terá alíquota zero de CBS e IBS. Os itens que comporão esta cesta serão definidos em lei complementar. A PEC já define que produtos hortícolas, frutas e ovos terão alíquota zero.  Além disso, o pequeno produtor rural e o produtor integrado com receita anual inferior a R$ 3,6 milhões poderão optar por não serem contribuintes do IBS e da CBS, caso em que os adquirentes de seus produtos terão direito a crédito presumido. Haverá ainda a manutenção do tratamento favorecido aos biocombustíveis, nos termos da Emenda Constitucional 132/2022, com exclusão da limitação a biocombustíveis destinados ao consumo final.

• Cultura e Esporte: Nos termos da Lei Complementar, terão alíquota reduzida de IBS e CBS, correspondente 40% da alíquota padrão: Produções artísticas, culturais, jornalísticas e audiovisuais nacionais; Atividades desportivas. Além disso, atividades de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística terão isenção ou alíquota zero no IBS e na CBS.

• Educação: Nos termos da Lei Complementar, os serviços de educação terão alíquota reduzida de IBS e CBS, correspondente 40% da alíquota padrão. A alíquota zero na CBS será mantida para o Prouni e os critérios da imunidade de entidades filantrópicas e dos livros serão mantidos no IBS e estendidos para a CBS.

• Saúde: Nos termos da Lei Complementar, terão alíquota reduzida de IBS e CBS, correspondente 40% da alíquota padrão: Serviços de saúde; Dispositivos médicos e de acessibilidade para pessoas com deficiência; Medicamentos; Produtos de cuidados básicos à saúde menstrual; Produtos de higiene pessoal. Haverá a possibilidade de alíquota zero para alguns medicamentos e dispositivos médicos e de acessibilidade.

• Transporte rodoviário, ferroviário e hidroviário de passageiros: Os serviços de transporte coletivo de passageiros terão alíquota reduzida de IBS e CBS, correspondente 40% da alíquota padrão, com possibilidade de isenção pela Lei Complementar. Haverá ainda crédito presumido para transportadores autônomos pessoa física que não sejam contribuintes do IBS e da CBS.

• Outros:
‐ Crédito presumido para resíduos e demais materiais destinados a reciclagem, reutilização ou logística reversa e de bens móveis usados para revenda;
‐ Imunidade de CBS e IBS para serviços de radiodifusão;
‐ Alíquota reduzida de IBS e CBS, correspondente a 40% da alíquota padrão para segurança e soberania nacional, segurança da informação e segurança cibernética."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/perguntas-e-respostas,Ministério da Fazenda,Perguntas e Respostas,14/08/2023,,Quais bens e serviços estarão submetidos a regimes específicos?,"Regimes específicos de tributação são aqueles em que há um modelo diferente de apuração do tributo, o que não significa que sejam mais benéficos. O texto aprovado pela Câmara dos Deputados contempla os seguintes regimes específicos de tributação, nos termos de lei complementar:

Combustíveis e lubrificantes: possibilidade de cobrança monofásica em valor fixo por unidade de medida (litro), diferenciada por produto e uniforme em todo o território nacional. Esse modelo diminui a sonegação, sem criar cumulatividade, uma vez que será admitida a concessão de crédito (no valor por litro cobrado) para o sujeito passivo dos tributos que adquirir combustível para o exercício de suas atividades, exceto nos casos de distribuição, comercialização e revenda.
Serviços financeiros: possibilidade de alterações nas alíquotas, nas regras de creditamento e na base de cálculo, e possibilidade de tributação com base na receita ou no faturamento. A necessidade de regime específico para as transações envolvendo serviços financeiros decorre das dificuldades de se tributar operações remuneradas na forma de margem pelo regime padrão de débito e crédito no IVA. Ressalte-se que, em relação às instituições financeiras bancárias, se aplicará o regime normal de apuração do IVA aos serviços cobrados por tarifas e comissões.
Planos de assistência à saúde: possibilidade de alterações nas alíquotas, nas regras de creditamento e na base de cálculo, e possibilidade de tributação com base na receita ou no faturamento.
Concursos de prognósticos: possibilidade de alterações nas alíquotas, nas regras de creditamento e na base de cálculo, e possibilidade de tributação com base na receita ou no faturamento.
Operações com bens imóveis: possibilidade de alterações nas alíquotas, nas regras de creditamento e na base de cálculo, e possibilidade de tributação com base na receita ou no faturamento. Justifica-se porque o mercado imobiliário é bastante heterogêneo, envolvendo aluguéis, venda direta, incorporações, aquisições por pessoas físicas e jurídicas, imóveis comerciais e residenciais etc. Por esse motivo, os países que possuem IVA geralmente preveem algum regime diferenciado de apuração do imposto nas operações com bens imóveis.
Operações contratadas pela administração pública direta, por autarquias e por fundações públicas: prevê dois regimes alternativos – a não incidência do IBS e da CBS, admitida a manutenção dos créditos relativos às operações anteriores; ou a destinação integral do produto da arrecadação do IBS e da CBS ao respectivo ente federativo contratante, mediante redução a zero das alíquotas dos demais entes e elevação da alíquota do ente contratante em idêntico montante.
Sociedades cooperativas: será optativo, com vistas a assegurar sua competitividade, sempre observando os princípios da livre concorrência e da isonomia tributária. Este regime definirá hipóteses em que o imposto não incidirá sobre as operações realizadas entre a sociedade cooperativa e seus associados, entre estes e aquela e pelas sociedades cooperativas entre si quando associadas para a consecução dos objetivos sociais, assim como o regime de aproveitamento do crédito das etapas anteriores.
Serviços de hotelaria, parques de diversão e parques temáticos, bares, restaurantes e aviação regional:  poderá prever hipóteses de alterações nas alíquotas e nas regras de creditamento do IBS e da CBS."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/perguntas-e-respostas,Ministério da Fazenda,Perguntas e Respostas,14/08/2023,,O que é o cashback do imposto e como ele funcionará?,"O cashback é a devolução, para as famílias, de parte do imposto pago, beneficiando sobretudo as famílias de menor renda. Esse mecanismo já vem sendo utilizado por países como o Equador, o Uruguai e a Colômbia para tornar a tributação sobre o consumo mais progressiva – ou seja, para possibilitar que os pobres paguem menos impostos do que os ricos.

O modelo de cashback poderá ser adotado mesmo com a desoneração da cesta básica e ainda será detalhado no que diz respeito a beneficiários, limite para devolução, vinculação ou não a um tipo de consumo específico e também a forma como se dará a devolução. "
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/perguntas-e-respostas,Ministério da Fazenda,Perguntas e Respostas,14/08/2023,,Como vão ficar as empresas optantes pelo Simples com a Reforma Tributária?,"A Reforma Tributária mantém as políticas de tratamento especial e favorecido, no âmbito do IBS e da CBS, para pequenas e microempresas, por meio do SIMPLES Nacional (art. 146 da CF).

As empresas enquadradas no SIMPLES passam ainda a ter a opção de:

Apurar e recolher IBS e CBS segundo as regras do SIMPLES, caso em poderão transferir créditos correspondentes ao que foi recolhido neste regime; ou
Apurar e recolher IBS e CBS pelo regime normal de apuração, podendo apropriar e transferir créditos integralmente, mantendo-se no SIMPLES em relação aos demais tributos.
Outro ponto positivo para as empresas do SIMPLES é que a Reforma Tributária reduz significativamente a necessidade da substituição tributária, que hoje onera as empresas enquadradas neste regime."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/perguntas-e-respostas,Ministério da Fazenda,Perguntas e Respostas,14/08/2023,,Que tratamento será dado à Zona Franca de Manaus?,"O tratamento tributário favorecido aos bens produzidos na Zona Franca de Manaus (ZFM) será mantido com a Reforma Tributária e poderá ser implementado por meio de:

Alteração das alíquotas e das regras de creditamento do IBS e CBS;
Ampliação da incidência do Imposto Seletivo para alcançar os bens produzidos na ZFM.
A Reforma ainda cria o Fundo de Sustentabilidade e Diversificação Econômica do Estado do Amazonas, financiado pela União, para fomentar o desenvolvimento e a diversificação de suas atividades econômicas."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/perguntas-e-respostas,Ministério da Fazenda,Perguntas e Respostas,14/08/2023,,Como será a transição para o novo modelo de tributação?,"A Reforma prevê dois períodos de transição: um geral, de sete anos, que alcançará toda a sociedade brasileira; e outro específico para os entes federativos, de 50 anos, imperceptível para a sociedade.
A transição para a sociedade será iniciada em 2026 e concluída em 2033, ano em que os atuais tributos sobre o consumo serão extintos e o novo modelo estará plenamente vigente.
Para viabilizar o início da transição, ao longo de 2024 e 2025 será necessário aprovar as leis complementares que regulamentarão o IBS e a CBS, o Conselho Federativo do IBS, o Fundo de Desenvolvimento Regional e o ressarcimento dos saldos credores acumulados do ICMS, bem como estruturar o modelo de cobrança dos novos tributos.
O ano de 2026 será de calibragem das alíquotas e testes do sistema.  Neste período o IBS terá uma alíquota de 0,1% e a CBS de 0,9%, sendo que o valor recolhido de ambos os tributos poderá ser utilizado para compensar o pagamento do PIS/Cofins e de outros tributos federais.
Em 2027 se iniciará a cobrança da CBS pela alíquota cheia e haverá a extinção do PIS e da Cofins. Neste mesmo ano, as alíquotas do IPI serão reduzidas a zero, exceto para os produtos manufaturados na Zona Franca de Manaus; e será instituído o Imposto Seletivo.

De 2029 a 2032, haverá a transição do ICMS e do ISS para o IBS, com a  redução gradual das alíquotas do ICMS e do ISS e o aumento gradual da alíquota do IBS, de acordo com os percentuais a seguir:

10% em 2029;
20% em 2030;
30% em 2031;
40% em 2032.
Em 2033, o ICMS, o IPI e o ISS serão extintos e o novo modelo entrará em vigência integralmente.

Durante o período de transição, o Senado Federal fixará as alíquotas de referência dos tributos, que serão adotadas automaticamente pela União, Estados e Municípios. As alíquotas de referência serão fixadas de forma a compensar a redução de receita do PIS e da Cofins, no caso da União, do ICMS, no caso dos Estados, e do ISS, no caso dos Municípios. Na forma definida em lei complementar, as alíquotas de referência serão revisadas anualmente, durante o período de transição, visando à manutenção da carga tributária.

O período de transição para a sociedade é importante para calibragem da exata alíquota necessária para manter a arrecadação, para a implementação dos novos sistemas de arrecadação dos tributos e para que haja uma adaptação gradual dos preços, já que alguns bens e serviços poderão ficar mais baratos e outros mais caros. Este período também é necessário para se garantir a segurança jurídica dos investimentos feitos nos últimos anos, que levaram em conta incentivos fiscais e regimes diferenciados do sistema tributário atual."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/perguntas-e-respostas,Ministério da Fazenda,Perguntas e Respostas,14/08/2023,,Qual o prazo de transição para os entes federados no IBS?,"A transição na distribuição federativa da receita do IBS levará 50 anos para ser concluída, mas será imperceptível para as empresas e para as pessoas.
Esse modelo de transição federativa é necessário porque suaviza muito o impacto da reforma sobre a receita dos Estados e Municípios cuja participação no total das receitas será reduzida em função da unificação do ICMS com o ISS, da adoção do princípio de destino e da mudança no critério de distribuição da cota-parte do IBS. Essa transição suave, aliada aos efeitos positivos da reforma tributária sobre o crescimento da economia, possibilita ganhos de receita para praticamente todos os entes federados.
O texto aprovado pela Câmara dos Deputados prevê que, de 2029 a 2078, uma parcela decrescente da receita será distribuída conforme a participação atual dos entes na receita total e uma parcela crescente será distribuída conforme a participação dos entes na receita distribuída pelo princípio do destino.
A participação atual dos entes na receita total considerará, no caso dos Estados, a arrecadação do ICMS deduzida a cota-parte e, no caso dos Municípios, a arrecadação de ISS acrescida da cota-parte do ICMS recebida pelo Município. Na prática, isso significa que a transição compensará os efeitos tanto da transição para o destino quanto a mudança nos critérios de distribuição da cota-parte.
Durante todo o período, 3% da parcela do IBS distribuída pelo destino serão destinados a um seguro-receita, que visa compensar os entes com maior queda da participação no total da receita. Na prática, esse mecanismo de compensação faz com que haja um limite máximo de redução no coeficiente de participação dos entes na receita do IBS, relativamente à participação atual na receita de ICMS e ISS. Não será permitida, no entanto, compensação que resulte em receita por habitante do ente superior a três vezes a média nacional.
No final do período de transição, a receita do IBS será integralmente distribuída conforme o princípio do destino, conforme os critérios previstos na Lei Complementar, exceto pela dedução dos 3% destinados ao seguro-receita, que será progressivamente reduzido a partir do final desse período até 2098, nos termos definidos em lei complementar.

O mecanismo de transição proposto não é afetado pelas mudanças nas alíquotas promovidas pelos Estados e Municípios, ou seja, o acréscimo ou redução de receita decorrente de alteração da alíquota afetará apenas a receita do próprio Estado ou Município. Para garantir o funcionamento do modelo, os entes subnacionais não poderão fixar alíquotas próprias inferiores às necessárias para garantir as retenções durante o período de transição."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/perguntas-e-respostas,Ministério da Fazenda,Perguntas e Respostas,14/08/2023,,O que é o Fundo de Desenvolvimento Regional?,"A Reforma Tributária instituiu o Fundo Nacional de Desenvolvimento Regional (FNDR), que visa reduzir as desigualdades regionais e sociais mediante a entrega de recursos da União aos Estados e ao Distrito Federal, segundo critérios definidos em lei complementar, para:
Realização de estudos, projetos e obras de infraestrutura;
Fomento a atividades produtivas com elevado potencial de geração de emprego e renda, incluindo a concessão de subvenções econômicas e financeiras;
Promoção de ações com vistas ao desenvolvimento científico e tecnológico e à inovação.
Na aplicação dos recursos do FNDR, os Estados e o Distrito Federal priorizarão projetos que prevejam ações de preservação do meio ambiente. Os recursos aportados pela União ao FNDR corresponderão aos seguintes valores:

em 2029, a R$ 8 bilhões de reais;
em 2030, a R$ 16 bilhões de reais;
em 2031, a R$ 24 bilhões de reais;
em 2032, a R$ 32 bilhões de reais;
a partir de 2033, a R$ 40 bilhões de reais, por ano."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/perguntas-e-respostas,Ministério da Fazenda,Perguntas e Respostas,14/08/2023,,O que é o Fundo de Compensação de Benefícios Fiscais?,"O Fundo de Compensação de Benefícios Fiscais ou Financeiros-fiscais do ICMS visa compensar, de 2029 a 2032, pessoas jurídicas beneficiárias de isenções, incentivos e benefícios fiscais ou financeiro-fiscais relativos ao ICMS, concedidos por prazo certo e sob condição.
Consideram-se benefícios onerosos as isenções, os incentivos e os benefícios fiscais ou financeiro-fiscais vinculados ao referido imposto concedidos por prazo certo e sob condição, na forma do art. 178 do Código Tributário Nacional.
De 2025 a 2032, a União entregará ao Fundo recursos que corresponderão aos seguintes valores:
em 2025, R$ 8 bilhões de reais;
em 2026, R$ 16 bilhões de reais;
em 2027, R$ 24 bilhões de reais;
em 2028 e 2029, R$ 32 bilhões de reais;
em 2030, R$ 24 bilhões de reais;
em 2031, R$ 16 bilhões de reais;
em 2032, R$ 8 bilhões de reais.
Os recursos do Fundo serão utilizados para compensar a redução do nível de benefícios onerosos do ICMS suportada pelas pessoas jurídicas em razão da substituição do ICMS pelo IBS.
A compensação somente se aplica aos titulares de benefícios onerosos do ICMS regularmente concedidos até 31 de maio de 2023 que tenham sido registrados e depositados conforme regras da Lei Complementar nº 160/2017 e que tenham cumprido tempestivamente as condições exigidas pela norma concessiva do benefício. A pessoa jurídica perderá o direito à compensação pelo Fundo caso deixe de cumprir tempestivamente as condições exigidas pela norma concessiva do benefício."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/perguntas-e-respostas,Ministério da Fazenda,Perguntas e Respostas,14/08/2023,,O que vai acontecer com os créditos acumulados dos atuais tributos?,"A Reforma Tributária assegura o ressarcimento dos créditos acumulados dos atuais tributos. O saldo dos créditos de PIS e Cofins poderá ser compensado com a CBS ou, como já ocorre hoje, compensado com outros tributos federais ou ressarcido em dinheiro. O saldo dos créditos homologados de ICMS será compensado com o IBS em até 240 parcelas, com correção monetária, a partir de 2033, conforme lei complementar. Em termos mais precisos, cada parcela disponibilizada ao longo dos 240 meses terá poder liberatório para fins de pagamento do IBS. Será assegurada também a possibilidade de transferência dos saldos credores a terceiros e ressarcimento caso não seja possível a compensação com o IBS."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/perguntas-e-respostas,Ministério da Fazenda,Perguntas e Respostas,14/08/2023,,"Ao extinguir o ICMS, a Reforma Tributária vai acabar com a cota-parte dos municípios?","Ao extinguir o ICMS, a Reforma Tributária não vai acabar com a cota-parte dos municípios. A cota-parte do ICMS foi mantida para o IBS, de modo que os Estados continuarão tendo que repassar aos municípios o valor equivalente a 25% da arrecadação do IBS. Os critérios de distribuição da cota-parte foram modificados e passarão a ser:

85%, no mínimo, proporcionalmente à população;
10% com base em indicadores de melhoria nos resultados da aprendizagem e de aumento de equidade, nos termos da lei estadual; e
5% em montantes iguais para os municípios do estado."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/perguntas-e-respostas,Ministério da Fazenda,Perguntas e Respostas,14/08/2023,,"A Reforma Tributária vai reduzir os repasses para a Educação e a Saúde ou para fundos como o FPM, FPE, FPEX, FNE, FNO e FCO ou FAT/BNDES?
","A Reforma Tributária não vai reduzir os repasses para a Educação e a Saúde ou para fundos como o FPM, FPE, FPEX, FNE, FNO e FCO ou FAT/BNDES. A Reforma mantém todas as partilhas e vinculações constitucionais existentes em relação tributos que serão substituídos:
FPE, FPM e FPEX;
FCO, FNE e FNO;
Educação e FUNDEB;
Saúde;
FAT/BNDES; e
Cota-parte dos municípios.
Em relação aos fundos que são parcialmente financiados com a arrecadação do IPI – FPE, FPM, FPEX, FCO, FNE e FNO – o substitutivo aprovado pela Câmara dos Deputados prevê que a vinculação da receita do IPI seja mantida para o Imposto Seletivo, bem como que haja compensação pela União caso a receita do Imposto Seletivo venha a ser menor do que a do IPI."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/perguntas-e-respostas,Ministério da Fazenda,Perguntas e Respostas,14/08/2023,,Sobre quais bens e serviços o Imposto Seletivo vai incidir?,"O Imposto Seletivo, federal, terá caráter extrafiscal (não arrecadatório) e poderá incidir sobre bens e serviços prejudiciais à saúde e ao meio ambiente. A lei que o instituir detalhará os bens e serviços sobre os quais incidirá."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/perguntas-e-respostas,Ministério da Fazenda,Perguntas e Respostas,14/08/2023,,A Reforma propõe modificações em outros tributos?,"A Reforma prevê aperfeiçoamentos relacionados a três tributos sobre o patrimônio: o Imposto sobre a Propriedade de Veículos Automotores (IPVA), o Imposto Predial e Territorial Urbano (IPTU) e o Imposto sobre Transmissão Causa Mortis e Doação (ITCMD).
No IPVA, a Reforma amplia a base de incidência, de modo a incluir veículos aquáticos e aéreos, como lanchas e jatinhos. A ampliação não alcança aeronaves agrícolas e embarcações de transporte aquaviário e de pesca. Além disso, inclui a possibilidade de o IPVA ser progressivo em razão do valor e do impacto ambiental do veículo.
No IPTU, a PEC 45/19 permite que o imposto possa ter sua base de cálculo atualizada por decreto, desde que observe critérios definidos em lei municipal.
No ITCMD, a reforma permite aos Estados cobrarem o imposto sobre doações e heranças nas situações em que o doador, o donatário ou os bens estejam localizados no exterior, o que hoje é não é possível pela falta de lei complementar. Define também de forma mais clara que o Estado competente para cobrar o ITCMD sobre herança com inventário extrajudicial será o do domicílio do de cujus. Por fim, assegura a progressividade das alíquotas, com base no valor da doação ou herança, observada a alíquota máxima definida por Resolução do Senado Federal."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,Vou pagar mais impostos depois da reforma?,"A reforma prevê a manutenção da carga tributária atual sobre o consumo. Mas essa tributação será redistribuída: alguns bens e serviços terão redução de carga, e outros terão aumento.
Cálculo do Ipea e do Banco Mundial apontam que os 10% mais ricos vão pagar mais tributos. Os outros 90% da população terão uma carga tributária menor."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,"O preço de remédios, alimentos, escolas e transporte público vai subir?

","O preço de remédios, alimentos, escolas e transporte público não vai subir. Esses quatro tipos de bens e serviços estão na lista dos que terão tributação 60% menor ou isenção. O governo calcula que, com isso, a carga desses itens fica igual à atual ou pode ser reduzida."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,O que vai acontecer com o preço dos produtos da cesta básica?,"O relator da Reforma Tributária no Senado decidiu criar duas categorias de tributação da cesta básica, uma delas totalmente isenta do novo tributo e a outra com uma alíquota reduzida em relação à cobrança integral.
Segundo Braga, a alíquota zero valerá para a chamada Cesta Básica Nacional. Já a cobrança reduzida será aplicada sobre a cesta básica estendida, que poderá incluir uma lista maior de produtos."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,Como vai funcionar o cashback? ,"A proposta prevê a ""hipótese"" de devolução de parte dos dois novos tributos sobre o consumo a pessoas físicas, o ""cashback do povo"". Os limites e beneficiários são definidos no momento de regulamentação da reforma, o que deve ocorrer em 2024."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,Quem terá direito à devolução dos créditos?,"O Devolve ICMS do Rio Grande do Sul prevê o mínimo de R$ 100 por trimestre a todas as famílias do Bolsa Família, mais um complemento que varia de acordo com os gastos no período. Isso representa um acréscimo de 17% na renda de 95% dos 618 mil beneficiários."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,"Como será a tributação de planos de saúde, imóveis, turismo, restaurantes e aviação?","Alguns setores e produtos terão regras específicas para recolher os novos tributos, com objetivo de manter a tributação atual. A forma de cobrança ainda não está definida.

Entre eles: combustíveis e lubrificantes, serviços financeiros, imóveis, planos de saúde, loterias, cooperativas, serviços de hotelaria, parques de diversão e parques temáticos, restaurantes e aviação regional."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,O preço dos combustíveis vai aumentar?,"Entidades empresariais chegaram a manifestar temor de alta dos combustíveis, mas especialistas dizem que o comportamento dos preços ainda é incerto a partir das possíveis mudanças na legislação.

O setor terá um sistema próprio de tributação, com objetivo de manter a carga atual. A tributação será a mesma em todo o território nacional."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,Quais os benefícios fiscais que serão mantidos?,"Estão mantidos o Prouni (bolsas para educação), a Zona Franca de Manaus e o Simples Nacional."
